,date,open,high,low,close,volume,avg,crossover,trade_value
0,2024-10-21 09:15:00+05:30,52361.1,52420.3,52272.55,52402.4,0,52346,1,56
1,2024-10-21 09:16:00+05:30,52401.3,52481.45,52388.5,52462.45,0,52434,1,28
2,2024-10-21 09:17:00+05:30,52469.9,52532.3,52454.75,52512.4,0,52493,1,19
3,2024-10-21 09:18:00+05:30,52516.95,52538.75,52502.8,52513.95,0,52520,0,-6
4,2024-10-21 09:19:00+05:30,52512.45,52522.0,52483.5,52495.95,0,52502,0,-6
5,2024-10-21 09:20:00+05:30,52495.75,52564.95,52456.1,52555.05,0,52510,1,45
6,2024-10-21 09:21:00+05:30,52551.35,52565.75,52518.5,52534.8,0,52542,0,-7
7,2024-10-21 09:22:00+05:30,52537.55,52549.7,52504.3,52534.7,0,52527,1,7
8,2024-10-21 09:23:00+05:30,52536.55,52569.75,52518.7,52562.55,0,52544,1,18
9,2024-10-21 09:24:00+05:30,52565.15,52577.5,52538.6,52540.3,0,52558,0,-17
10,2024-10-21 09:25:00+05:30,52541.05,52564.1,52527.4,52527.4,0,52545,0,-17
11,2024-10-21 09:26:00+05:30,52520.95,52537.4,52497.7,52497.7,0,52517,0,-19
12,2024-10-21 09:27:00+05:30,52501.2,52501.2,52427.35,52439.15,0,52464,0,-24
13,2024-10-21 09:28:00+05:30,52446.75,52455.8,52400.0,52447.45,0,52427,1,20
14,2024-10-21 09:29:00+05:30,52446.8,52455.1,52392.4,52398.4,0,52423,0,-24
15,2024-10-21 09:30:00+05:30,52391.95,52393.95,52329.05,52339.2,0,52361,0,-21
16,2024-10-21 09:31:00+05:30,52338.95,52338.95,52271.7,52317.05,0,52305,1,12
17,2024-10-21 09:32:00+05:30,52317.7,52326.95,52239.35,52250.75,0,52283,0,-32
18,2024-10-21 09:33:00+05:30,52259.85,52264.3,52199.3,52203.25,0,52231,0,-27
19,2024-10-21 09:34:00+05:30,52199.4,52253.15,52195.65,52220.7,0,52224,0,-3
20,2024-10-21 09:35:00+05:30,52223.75,52231.55,52134.6,52163.8,0,52183,0,-19
21,2024-10-21 09:36:00+05:30,52165.9,52184.5,52130.15,52155.75,0,52157,0,-1
22,2024-10-21 09:37:00+05:30,52172.55,52204.6,52158.9,52182.35,0,52181,1,1
23,2024-10-21 09:38:00+05:30,52179.75,52194.2,52109.7,52112.45,0,52151,0,-38
24,2024-10-21 09:39:00+05:30,52122.25,52142.2,52098.35,52107.55,0,52120,0,-12
25,2024-10-21 09:40:00+05:30,52109.35,52125.0,52085.65,52111.45,0,52105,1,6
26,2024-10-21 09:41:00+05:30,52111.3,52157.4,52096.85,52108.25,0,52127,0,-18
27,2024-10-21 09:42:00+05:30,52103.1,52103.1,52055.85,52060.7,0,52079,0,-18
28,2024-10-21 09:43:00+05:30,52051.1,52074.5,52011.85,52073.4,0,52043,1,30
29,2024-10-21 09:44:00+05:30,52072.6,52106.45,52070.95,52098.35,0,52088,1,10
30,2024-10-21 09:45:00+05:30,52097.3,52102.55,52042.85,52049.4,0,52072,0,-22
31,2024-10-21 09:46:00+05:30,52049.1,52079.3,51999.2,52069.55,0,52039,1,30
32,2024-10-21 09:47:00+05:30,52071.8,52103.35,52057.2,52086.45,0,52080,1,6
33,2024-10-21 09:48:00+05:30,52080.05,52080.05,52038.5,52044.0,0,52059,0,-15
34,2024-10-21 09:49:00+05:30,52044.6,52048.7,51978.6,51989.85,0,52013,0,-23
35,2024-10-21 09:50:00+05:30,51985.55,52030.05,51947.1,52025.2,0,51988,1,37
36,2024-10-21 09:51:00+05:30,52028.05,52036.0,51977.15,51979.4,0,52006,0,-26
37,2024-10-21 09:52:00+05:30,51983.85,52013.8,51956.4,51987.75,0,51985,1,2
38,2024-10-21 09:53:00+05:30,51978.6,52059.6,51977.5,52045.8,0,52018,1,27
39,2024-10-21 09:54:00+05:30,52049.45,52098.25,52020.5,52088.75,0,52059,1,29
40,2024-10-21 09:55:00+05:30,52091.65,52115.35,52050.0,52050.0,0,52082,0,-32
41,2024-10-21 09:56:00+05:30,52050.75,52050.75,51997.85,52019.2,0,52024,0,-4
42,2024-10-21 09:57:00+05:30,52019.6,52101.85,52017.1,52093.85,0,52059,1,34
43,2024-10-21 09:58:00+05:30,52092.3,52145.2,52087.95,52140.45,0,52116,1,24
44,2024-10-21 09:59:00+05:30,52133.25,52174.25,52129.0,52133.65,0,52151,0,-17
45,2024-10-21 10:00:00+05:30,52135.9,52166.1,52110.1,52138.9,0,52138,1,0
46,2024-10-21 10:01:00+05:30,52138.9,52179.35,52137.75,52175.1,0,52158,1,17
47,2024-10-21 10:02:00+05:30,52174.7,52213.5,52170.3,52194.15,0,52191,1,3
48,2024-10-21 10:03:00+05:30,52197.15,52262.1,52191.15,52249.4,0,52226,1,23
49,2024-10-21 10:04:00+05:30,52242.9,52275.25,52235.4,52264.2,0,52255,1,9
50,2024-10-21 10:05:00+05:30,52269.05,52298.5,52246.4,52266.5,0,52272,0,-5
51,2024-10-21 10:06:00+05:30,52269.55,52296.75,52257.05,52272.55,0,52276,0,-3
52,2024-10-21 10:07:00+05:30,52271.45,52301.45,52251.95,52273.75,0,52276,0,-2
53,2024-10-21 10:08:00+05:30,52276.15,52319.15,52264.4,52302.3,0,52291,1,11
54,2024-10-21 10:09:00+05:30,52306.45,52312.1,52235.7,52235.7,0,52273,0,-37
55,2024-10-21 10:10:00+05:30,52235.7,52246.55,52158.8,52164.55,0,52202,0,-37
56,2024-10-21 10:11:00+05:30,52164.75,52166.1,52110.35,52125.85,0,52138,0,-12
57,2024-10-21 10:12:00+05:30,52112.9,52117.05,52073.65,52112.55,0,52095,1,17
58,2024-10-21 10:13:00+05:30,52114.8,52114.8,52072.45,52092.5,0,52093,0,0
59,2024-10-21 10:14:00+05:30,52102.0,52156.95,52098.15,52155.1,0,52127,1,28
60,2024-10-21 10:15:00+05:30,52157.1,52191.45,52141.85,52181.9,0,52166,1,15
61,2024-10-21 10:16:00+05:30,52189.1,52189.1,52131.5,52148.9,0,52160,0,-11
62,2024-10-21 10:17:00+05:30,52147.75,52147.75,52115.15,52136.05,0,52131,1,5
63,2024-10-21 10:18:00+05:30,52137.95,52139.9,52109.2,52114.0,0,52124,0,-10
64,2024-10-21 10:19:00+05:30,52114.0,52144.5,52103.0,52141.55,0,52123,1,18
65,2024-10-21 10:20:00+05:30,52144.4,52147.2,52109.45,52121.95,0,52128,0,-6
66,2024-10-21 10:21:00+05:30,52127.5,52206.4,52123.1,52202.4,0,52164,1,38
67,2024-10-21 10:22:00+05:30,52201.1,52213.2,52193.4,52200.0,0,52203,0,-3
68,2024-10-21 10:23:00+05:30,52199.8,52221.1,52171.5,52217.1,0,52196,1,21
69,2024-10-21 10:24:00+05:30,52219.85,52231.7,52190.95,52197.25,0,52211,0,-13
70,2024-10-21 10:25:00+05:30,52197.05,52197.05,52173.3,52188.95,0,52185,1,3
71,2024-10-21 10:26:00+05:30,52189.7,52197.0,52168.4,52169.25,0,52182,0,-12
72,2024-10-21 10:27:00+05:30,52170.0,52170.1,52103.2,52107.4,0,52136,0,-28
73,2024-10-21 10:28:00+05:30,52107.4,52127.05,52088.5,52126.95,0,52107,1,19
74,2024-10-21 10:29:00+05:30,52127.1,52127.25,52104.2,52114.55,0,52115,0,0
75,2024-10-21 10:30:00+05:30,52114.35,52139.25,52112.35,52136.2,0,52125,1,11
76,2024-10-21 10:31:00+05:30,52140.8,52153.5,52125.7,52129.1,0,52139,0,-9
77,2024-10-21 10:32:00+05:30,52130.55,52133.25,52106.55,52124.6,0,52119,1,5
78,2024-10-21 10:33:00+05:30,52123.9,52127.2,52092.45,52093.65,0,52109,0,-15
79,2024-10-21 10:34:00+05:30,52094.35,52101.6,52076.15,52088.5,0,52088,1,0
80,2024-10-21 10:35:00+05:30,52090.55,52112.1,52084.25,52097.9,0,52098,0,0
81,2024-10-21 10:36:00+05:30,52095.7,52103.6,52080.95,52084.65,0,52092,0,-7
82,2024-10-21 10:37:00+05:30,52082.55,52122.9,52082.55,52107.75,0,52102,1,5
83,2024-10-21 10:38:00+05:30,52105.85,52112.6,52091.85,52102.6,0,52102,1,0
84,2024-10-21 10:39:00+05:30,52105.55,52141.95,52100.7,52130.7,0,52121,1,9
85,2024-10-21 10:40:00+05:30,52130.9,52136.5,52099.15,52103.45,0,52117,0,-13
86,2024-10-21 10:41:00+05:30,52103.2,52125.75,52085.3,52125.35,0,52105,1,20
87,2024-10-21 10:42:00+05:30,52128.1,52140.7,52103.1,52107.45,0,52121,0,-13
88,2024-10-21 10:43:00+05:30,52109.8,52110.5,52080.95,52086.1,0,52095,0,-8
89,2024-10-21 10:44:00+05:30,52089.75,52129.25,52079.6,52106.85,0,52104,1,2
90,2024-10-21 10:45:00+05:30,52107.8,52113.9,52089.2,52093.15,0,52101,0,-7
91,2024-10-21 10:46:00+05:30,52090.0,52107.1,52088.95,52104.1,0,52098,1,6
92,2024-10-21 10:47:00+05:30,52105.9,52134.1,52101.65,52123.85,0,52117,1,6
93,2024-10-21 10:48:00+05:30,52125.25,52126.85,52085.65,52088.5,0,52106,0,-17
94,2024-10-21 10:49:00+05:30,52091.55,52091.55,52043.35,52051.7,0,52067,0,-15
95,2024-10-21 10:50:00+05:30,52049.1,52074.5,52042.3,52061.0,0,52058,1,3
96,2024-10-21 10:51:00+05:30,52054.35,52078.95,52051.8,52053.85,0,52065,0,-11
97,2024-10-21 10:52:00+05:30,52058.6,52068.65,52047.75,52059.55,0,52058,1,1
98,2024-10-21 10:53:00+05:30,52061.05,52078.3,52053.75,52059.35,0,52066,0,-6
99,2024-10-21 10:54:00+05:30,52061.15,52086.2,52060.4,52086.2,0,52073,1,13
100,2024-10-21 10:55:00+05:30,52086.45,52125.25,52073.55,52121.5,0,52099,1,22
101,2024-10-21 10:56:00+05:30,52118.65,52158.85,52112.6,52140.05,0,52135,1,5
102,2024-10-21 10:57:00+05:30,52139.95,52139.95,52116.8,52120.05,0,52128,0,-7
103,2024-10-21 10:58:00+05:30,52120.05,52129.55,52103.9,52113.3,0,52116,0,-2
104,2024-10-21 10:59:00+05:30,52117.3,52132.2,52105.05,52125.15,0,52118,1,7
105,2024-10-21 11:00:00+05:30,52122.95,52155.2,52115.4,52153.9,0,52135,1,18
106,2024-10-21 11:01:00+05:30,52152.2,52172.6,52144.7,52157.55,0,52158,0,0
107,2024-10-21 11:02:00+05:30,52158.05,52191.7,52158.05,52181.65,0,52174,1,7
108,2024-10-21 11:03:00+05:30,52184.0,52192.2,52169.0,52172.5,0,52180,0,-7
109,2024-10-21 11:04:00+05:30,52172.5,52184.45,52160.45,52174.15,0,52172,1,2
110,2024-10-21 11:05:00+05:30,52175.65,52181.0,52159.7,52163.6,0,52170,0,-6
111,2024-10-21 11:06:00+05:30,52162.8,52172.65,52151.1,52158.9,0,52161,0,-2
112,2024-10-21 11:07:00+05:30,52158.9,52158.9,52134.65,52142.45,0,52146,0,-3
113,2024-10-21 11:08:00+05:30,52146.8,52155.9,52138.85,52155.9,0,52147,1,8
114,2024-10-21 11:09:00+05:30,52156.3,52156.75,52113.35,52123.6,0,52135,0,-11
115,2024-10-21 11:10:00+05:30,52123.15,52124.85,52103.9,52119.1,0,52114,1,5
116,2024-10-21 11:11:00+05:30,52122.95,52122.95,52100.05,52107.3,0,52111,0,-3
117,2024-10-21 11:12:00+05:30,52108.5,52109.0,52090.95,52104.55,0,52099,1,5
118,2024-10-21 11:13:00+05:30,52104.55,52113.85,52098.6,52112.8,0,52106,1,6
119,2024-10-21 11:14:00+05:30,52113.05,52127.4,52102.8,52110.45,0,52115,0,-4
120,2024-10-21 11:15:00+05:30,52114.6,52135.1,52105.4,52124.1,0,52120,1,4
121,2024-10-21 11:16:00+05:30,52124.1,52129.4,52095.2,52102.25,0,52112,0,-9
122,2024-10-21 11:17:00+05:30,52101.35,52111.0,52084.95,52090.75,0,52097,0,-6
123,2024-10-21 11:18:00+05:30,52089.0,52101.7,52082.1,52099.1,0,52091,1,8
124,2024-10-21 11:19:00+05:30,52096.15,52103.5,52086.7,52099.05,0,52095,1,4
125,2024-10-21 11:20:00+05:30,52098.45,52099.15,52068.75,52094.75,0,52083,1,11
126,2024-10-21 11:21:00+05:30,52096.7,52108.65,52076.35,52087.6,0,52092,0,-4
127,2024-10-21 11:22:00+05:30,52087.6,52099.15,52072.05,52096.8,0,52085,1,11
128,2024-10-21 11:23:00+05:30,52092.1,52102.65,52079.95,52087.15,0,52091,0,-3
129,2024-10-21 11:24:00+05:30,52083.85,52103.0,52080.6,52083.3,0,52091,0,-7
130,2024-10-21 11:25:00+05:30,52083.3,52085.25,52062.6,52062.6,0,52073,0,-10
131,2024-10-21 11:26:00+05:30,52065.6,52075.15,52056.65,52069.65,0,52065,1,4
132,2024-10-21 11:27:00+05:30,52069.8,52082.5,52062.1,52067.25,0,52072,0,-4
133,2024-10-21 11:28:00+05:30,52064.75,52076.45,52062.4,52073.6,0,52069,1,4
134,2024-10-21 11:29:00+05:30,52076.4,52100.9,52064.55,52099.2,0,52082,1,17
135,2024-10-21 11:30:00+05:30,52094.0,52099.2,52048.7,52054.9,0,52073,0,-18
136,2024-10-21 11:31:00+05:30,52052.55,52059.1,51999.75,52007.2,0,52029,0,-21
137,2024-10-21 11:32:00+05:30,52002.75,52002.75,51921.8,51935.2,0,51962,0,-26
138,2024-10-21 11:33:00+05:30,51936.3,51970.0,51927.15,51962.35,0,51948,1,14
139,2024-10-21 11:34:00+05:30,51962.35,51978.0,51940.35,51947.0,0,51959,0,-12
140,2024-10-21 11:35:00+05:30,51948.9,51977.1,51935.25,51935.25,0,51956,0,-20
141,2024-10-21 11:36:00+05:30,51936.6,51974.95,51934.1,51973.5,0,51954,1,19
142,2024-10-21 11:37:00+05:30,51973.5,51976.6,51957.1,51967.15,0,51966,1,1
143,2024-10-21 11:38:00+05:30,51968.75,51970.0,51940.3,51960.75,0,51955,1,5
144,2024-10-21 11:39:00+05:30,51966.4,52003.25,51963.1,51980.5,0,51983,0,-2
145,2024-10-21 11:40:00+05:30,51978.8,51984.55,51959.05,51959.05,0,51971,0,-11
146,2024-10-21 11:41:00+05:30,51961.3,51968.7,51940.05,51966.6,0,51954,1,12
147,2024-10-21 11:42:00+05:30,51966.55,52010.3,51963.2,52003.2,0,51986,1,17
148,2024-10-21 11:43:00+05:30,52000.45,52004.3,51980.1,51992.15,0,51992,1,0
149,2024-10-21 11:44:00+05:30,51993.55,52007.25,51981.65,51986.8,0,51994,0,-7
150,2024-10-21 11:45:00+05:30,51983.65,51991.15,51971.55,51974.65,0,51981,0,-6
151,2024-10-21 11:46:00+05:30,51976.2,51977.4,51948.2,51969.25,0,51962,1,7
152,2024-10-21 11:47:00+05:30,51974.6,52038.35,51965.6,52038.35,0,52001,1,37
153,2024-10-21 11:48:00+05:30,52042.85,52046.6,52016.6,52021.5,0,52031,0,-9
154,2024-10-21 11:49:00+05:30,52019.9,52035.65,52013.05,52021.1,0,52024,0,-2
155,2024-10-21 11:50:00+05:30,52019.25,52022.75,52009.65,52020.4,0,52016,1,4
156,2024-10-21 11:51:00+05:30,52021.05,52021.5,51988.15,51997.25,0,52004,0,-6
157,2024-10-21 11:52:00+05:30,51997.55,52009.3,51983.45,52006.95,0,51996,1,10
158,2024-10-21 11:53:00+05:30,52007.65,52008.6,51985.85,51992.8,0,51997,0,-4
159,2024-10-21 11:54:00+05:30,51992.4,52003.9,51989.0,51998.3,0,51996,1,2
160,2024-10-21 11:55:00+05:30,51998.35,51998.95,51983.3,51990.2,0,51991,0,0
161,2024-10-21 11:56:00+05:30,51992.45,51992.45,51978.85,51981.35,0,51985,0,-3
162,2024-10-21 11:57:00+05:30,51982.65,51996.1,51965.5,51970.3,0,51980,0,-9
163,2024-10-21 11:58:00+05:30,51975.45,51982.9,51960.55,51965.15,0,51971,0,-5
164,2024-10-21 11:59:00+05:30,51965.2,51972.2,51959.85,51965.8,0,51966,0,0
165,2024-10-21 12:00:00+05:30,51968.1,51986.15,51937.35,51982.9,0,51961,1,21
166,2024-10-21 12:01:00+05:30,51982.2,51988.45,51968.1,51982.35,0,51978,1,4
167,2024-10-21 12:02:00+05:30,51983.3,51984.85,51964.55,51971.5,0,51974,0,-2
168,2024-10-21 12:03:00+05:30,51971.6,51971.6,51952.85,51958.7,0,51962,0,-3
169,2024-10-21 12:04:00+05:30,51958.6,51970.55,51950.55,51956.15,0,51960,0,-3
170,2024-10-21 12:05:00+05:30,51957.15,51963.55,51943.45,51963.55,0,51953,1,10
171,2024-10-21 12:06:00+05:30,51960.15,51975.15,51955.95,51956.1,0,51965,0,-8
172,2024-10-21 12:07:00+05:30,51956.2,51957.25,51926.15,51949.95,0,51941,1,8
173,2024-10-21 12:08:00+05:30,51953.15,51956.0,51938.45,51938.65,0,51947,0,-8
174,2024-10-21 12:09:00+05:30,51941.85,51967.0,51937.95,51960.95,0,51952,1,8
175,2024-10-21 12:10:00+05:30,51961.5,51966.8,51949.75,51953.35,0,51958,0,-4
176,2024-10-21 12:11:00+05:30,51954.4,51959.65,51945.25,51954.55,0,51952,1,2
177,2024-10-21 12:12:00+05:30,51954.7,51957.15,51923.35,51930.9,0,51940,0,-9
178,2024-10-21 12:13:00+05:30,51933.0,51954.45,51910.95,51949.65,0,51932,1,17
179,2024-10-21 12:14:00+05:30,51954.0,51954.0,51913.65,51915.5,0,51933,0,-17
180,2024-10-21 12:15:00+05:30,51913.7,51944.85,51909.05,51931.9,0,51926,1,5
181,2024-10-21 12:16:00+05:30,51928.15,51953.05,51927.9,51945.1,0,51940,1,5
182,2024-10-21 12:17:00+05:30,51942.45,51963.5,51922.1,51959.15,0,51942,1,17
183,2024-10-21 12:18:00+05:30,51959.55,51986.15,51954.1,51980.0,0,51970,1,10
184,2024-10-21 12:19:00+05:30,51983.4,51984.15,51967.45,51976.55,0,51975,1,1
185,2024-10-21 12:20:00+05:30,51978.8,51992.5,51967.65,51986.2,0,51980,1,6
186,2024-10-21 12:21:00+05:30,51988.6,52006.45,51981.45,51995.8,0,51993,1,2
187,2024-10-21 12:22:00+05:30,51998.0,51998.0,51964.35,51974.35,0,51981,0,-6
188,2024-10-21 12:23:00+05:30,51973.5,51985.3,51957.4,51984.15,0,51971,1,13
189,2024-10-21 12:24:00+05:30,51981.15,51993.15,51971.3,51987.3,0,51982,1,5
190,2024-10-21 12:25:00+05:30,51988.7,52004.85,51981.3,52004.15,0,51993,1,11
191,2024-10-21 12:26:00+05:30,52001.55,52014.0,51998.65,52007.55,0,52006,1,1
192,2024-10-21 12:27:00+05:30,52000.1,52010.85,51989.85,51995.25,0,52000,0,-4
193,2024-10-21 12:28:00+05:30,51997.25,52007.45,51989.65,52002.15,0,51998,1,4
194,2024-10-21 12:29:00+05:30,52002.45,52006.05,51990.9,51994.2,0,51998,0,-3
195,2024-10-21 12:30:00+05:30,51994.65,51997.7,51960.3,51965.1,0,51979,0,-13
196,2024-10-21 12:31:00+05:30,51966.05,51977.15,51953.6,51971.75,0,51965,1,6
197,2024-10-21 12:32:00+05:30,51971.0,51990.3,51967.45,51986.15,0,51978,1,8
198,2024-10-21 12:33:00+05:30,51979.25,51989.05,51966.25,51974.5,0,51977,0,-2
199,2024-10-21 12:34:00+05:30,51971.65,51986.6,51966.25,51978.35,0,51976,1,2
200,2024-10-21 12:35:00+05:30,51978.15,51984.8,51971.0,51977.15,0,51977,1,0
201,2024-10-21 12:36:00+05:30,51974.5,51977.25,51959.55,51962.1,0,51968,0,-5
202,2024-10-21 12:37:00+05:30,51961.7,51967.15,51941.2,51958.7,0,51954,1,4
203,2024-10-21 12:38:00+05:30,51957.5,51966.5,51956.0,51961.15,0,51961,1,0
204,2024-10-21 12:39:00+05:30,51960.05,51960.05,51940.3,51958.3,0,51950,1,8
205,2024-10-21 12:40:00+05:30,51955.85,51960.85,51939.45,51954.85,0,51950,1,4
206,2024-10-21 12:41:00+05:30,51958.65,51958.95,51934.8,51944.95,0,51946,0,-1
207,2024-10-21 12:42:00+05:30,51947.65,51950.25,51925.75,51935.15,0,51938,0,-2
208,2024-10-21 12:43:00+05:30,51938.0,51964.45,51936.9,51955.35,0,51950,1,5
209,2024-10-21 12:44:00+05:30,51962.0,51980.4,51955.8,51969.5,0,51968,1,1
210,2024-10-21 12:45:00+05:30,51972.1,51975.2,51939.25,51947.95,0,51957,0,-9
211,2024-10-21 12:46:00+05:30,51948.9,51949.85,51929.0,51942.65,0,51939,1,3
212,2024-10-21 12:47:00+05:30,51943.0,51957.75,51938.85,51948.15,0,51948,1,0
213,2024-10-21 12:48:00+05:30,51953.55,51953.55,51929.85,51932.7,0,51941,0,-8
214,2024-10-21 12:49:00+05:30,51941.15,51947.75,51927.95,51947.75,0,51937,1,10
215,2024-10-21 12:50:00+05:30,51932.2,51944.9,51927.4,51936.95,0,51936,1,0
216,2024-10-21 12:51:00+05:30,51936.85,51967.0,51931.2,51959.2,0,51949,1,10
217,2024-10-21 12:52:00+05:30,51960.15,51967.65,51942.4,51948.8,0,51955,0,-6
218,2024-10-21 12:53:00+05:30,51951.65,51957.7,51938.95,51954.7,0,51948,1,6
219,2024-10-21 12:54:00+05:30,51956.1,51965.05,51935.7,51943.65,0,51950,0,-6
220,2024-10-21 12:55:00+05:30,51953.7,51955.5,51914.75,51919.65,0,51935,0,-15
221,2024-10-21 12:56:00+05:30,51920.45,51932.35,51913.65,51920.55,0,51923,0,-2
222,2024-10-21 12:57:00+05:30,51926.9,51928.9,51888.7,51925.25,0,51908,1,17
223,2024-10-21 12:58:00+05:30,51927.75,51938.95,51922.1,51926.45,0,51930,0,-3
224,2024-10-21 12:59:00+05:30,51928.75,51934.5,51904.0,51906.7,0,51919,0,-12
225,2024-10-21 13:00:00+05:30,51900.95,51911.75,51879.05,51882.4,0,51895,0,-12
226,2024-10-21 13:01:00+05:30,51889.95,51908.15,51880.35,51900.25,0,51894,1,6
227,2024-10-21 13:02:00+05:30,51900.6,51917.15,51885.95,51910.35,0,51901,1,9
228,2024-10-21 13:03:00+05:30,51909.95,51910.1,51889.65,51900.85,0,51899,1,1
229,2024-10-21 13:04:00+05:30,51902.0,51916.85,51882.65,51916.85,0,51899,1,17
230,2024-10-21 13:05:00+05:30,51911.2,51913.65,51892.95,51895.9,0,51903,0,-7
231,2024-10-21 13:06:00+05:30,51894.15,51909.05,51890.75,51893.9,0,51899,0,-5
232,2024-10-21 13:07:00+05:30,51892.45,51905.85,51887.9,51889.0,0,51896,0,-7
233,2024-10-21 13:08:00+05:30,51894.0,51917.35,51890.75,51917.35,0,51904,1,13
234,2024-10-21 13:09:00+05:30,51920.2,51978.5,51914.25,51978.5,0,51946,1,32
235,2024-10-21 13:10:00+05:30,51979.2,51985.7,51955.95,51962.65,0,51970,0,-7
236,2024-10-21 13:11:00+05:30,51961.05,51965.1,51942.7,51946.25,0,51953,0,-6
237,2024-10-21 13:12:00+05:30,51944.75,51970.3,51938.0,51965.85,0,51954,1,11
238,2024-10-21 13:13:00+05:30,51962.1,51965.65,51950.0,51959.15,0,51957,1,2
239,2024-10-21 13:14:00+05:30,51956.4,51980.45,51950.15,51975.15,0,51965,1,10
240,2024-10-21 13:15:00+05:30,51977.85,51998.25,51971.25,51992.5,0,51984,1,8
241,2024-10-21 13:16:00+05:30,51990.45,52000.1,51978.0,51993.35,0,51989,1,4
242,2024-10-21 13:17:00+05:30,51993.9,52041.1,51993.65,52036.8,0,52017,1,19
243,2024-10-21 13:18:00+05:30,52043.1,52054.15,52031.5,52054.1,0,52042,1,12
244,2024-10-21 13:19:00+05:30,52048.2,52085.2,52046.5,52081.15,0,52065,1,16
245,2024-10-21 13:20:00+05:30,52085.75,52085.75,52051.55,52084.05,0,52068,1,16
246,2024-10-21 13:21:00+05:30,52081.9,52084.35,52063.1,52069.25,0,52073,0,-3
247,2024-10-21 13:22:00+05:30,52074.2,52077.2,52050.6,52055.9,0,52063,0,-7
248,2024-10-21 13:23:00+05:30,52051.0,52062.25,52037.15,52052.2,0,52049,1,3
249,2024-10-21 13:24:00+05:30,52046.15,52055.45,52034.45,52038.4,0,52044,0,-5
